Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
1-147-06561-6,76720,Wine,3/20/2023,Pepsi,Alcoholic,574,7134,5897,1237,Natalie Lester,New Hampshire,North Jennifershire
1-63853-019-X,51058,Cola,8/15/2022,Dr. Pepper,Soft Drink,205,1422,4574,-3152,Rachel Lewis,New York,Allisonhaven
0-9789329-7-8,4526,Coffee,6/13/2020,Pepsi,Coffee,303,1742,5218,-3476,Michael Taylor,New Jersey,Alyssaport
1-66185-926-7,26436,Coffee,9/2/2020,Coca-Cola,Coffee,439,5212,1549,3663,Scott Cross,California,Cookhaven
0-442-75054-4,5035,Cola,1/21/2023,Pepsi,Soft Drink,433,4294,7984,-3690,Carolyn Terry,Tennessee,South Robyn
0-7182-5548-8,36197,Green Tea,2/18/2022,Dr. Pepper,Tea,355,1569,4105,-2536,Joshua Robinson,Nebraska,Murraytown
1-04-400674-9,29924,Black Tea,9/21/2021,Coca-Cola,Tea,234,7739,7459,280,John Palmer,Arizona,Collinsshire
1-4742-5591-4,50804,Coffee,12/13/2022,Dr. Pepper,Coffee,261,8743,2960,5783,Leonard Liu,Wyoming,Millerfort
1-320-51541-X,3070,Energy Drink,5/20/2020,Dr. Pepper,Soft Drink,891,8732,2080,6652,Rebecca Torres,New Hampshire,Nataliefort
0-262-37355-6,89319,Vodka,6/21/2021,Pepsi,Alcoholic,824,7787,3345,4442,Helen Rogers,Missouri,Zacharyport
1-07-435904-6,49298,Coffee,7/11/2023,Dr. Pepper,Coffee,683,6812,5736,1076,Michael Fields,Mississippi,East Franciscofort
0-288-50753-3,87821,Lemonade,4/5/2021,Dr. Pepper,Soft Drink,676,8496,540,7956,Reginald Hale,Mississippi,Michaelhaven
0-623-44912-9,18906,Herbal Tea,6/30/2022,Dr. Pepper,Tea,557,6794,2850,3944,Bruce Valdez,Oregon,Griffithchester
1-5410-7265-0,96742,Lemonade,12/13/2021,Pepsi,Soft Drink,409,8226,4437,3789,John Holder,Kansas,Collinsmouth
1-56776-126-7,5096,Lemonade,7/11/2022,Dr. Pepper,Soft Drink,372,1562,2745,-1183,Thomas Nelson,Maine,Valeriemouth
1-01-980313-4,99902,Beer,5/5/2023,Pepsi,Alcoholic,128,1810,4491,-2681,Emily Thompson,Arizona,Michaelstad
1-4264-0935-4,44557,Beer,6/28/2021,Coca-Cola,Alcoholic,346,4168,996,3172,Dr. Morgan Walker DVM,Arizona,Hallchester
0-7616-2032-X,68022,Lemonade,12/4/2020,Coca-Cola,Soft Drink,593,9140,1226,7914,Christopher Perez,Florida,West Debra
1-68487-965-5,73026,Cola,9/10/2022,Dr. Pepper,Soft Drink,702,3250,2650,600,Patrick Reyes,California,Port Danielview
1-222-55226-4,84540,Cola,5/23/2020,Coca-Cola,Soft Drink,571,3835,3171,664,Sheila Hester,Massachusetts,Grahammouth
0-493-43397-X,39233,Beer,2/11/2022,Coca-Cola,Alcoholic,890,5085,3521,1564,James Mitchell,Connecticut,East Annborough
0-00-642199-7,35024,Lemonade,12/7/2022,Pepsi,Soft Drink,540,1964,5605,-3641,Lisa White,Connecticut,Thompsonmouth
0-87705-901-2,49597,Green Tea,12/2/2022,Pepsi,Tea,339,3849,4234,-385,Antonio Richardson,Alaska,Mccarthyview
0-06-186526-5,96773,Herbal Tea,7/29/2020,Pepsi,Tea,882,6171,1694,4477,Holly Andrade,Tennessee,New Javier
1-74127-955-0,86149,Lemonade,1/16/2022,Dr. Pepper,Soft Drink,858,4636,2662,1974,Jessica Potter,Indiana,Lake Megan
0-9790630-6-X,27907,Black Tea,12/26/2021,Coca-Cola,Tea,483,7226,5951,1275,Gabriella Brewer,Utah,Jessicaport
1-353-00186-5,6193,Green Tea,6/19/2022,Coca-Cola,Tea,586,1399,2723,-1324,Christopher Cunningham,Alaska,Lake Amyton
0-543-94032-2,97327,Coffee,2/6/2022,Coca-Cola,Coffee,680,5589,7385,-1796,Monique Pope,Oklahoma,West Markborough
0-656-22392-8,87883,Green Tea,4/12/2023,Dr. Pepper,Tea,539,1556,4849,-3293,Bailey Novak,South Dakota,Youngfort
0-7022-1365-9,2808,Cola,6/30/2023,Coca-Cola,Soft Drink,943,6744,7394,-650,Justin Campbell,Florida,South Sarahbury
0-477-76184-4,68099,Black Tea,5/13/2020,Pepsi,Tea,819,1539,7244,-5705,Michael Aguirre,Illinois,Donaldsonland
0-265-31086-5,21500,Energy Drink,6/13/2021,Pepsi,Soft Drink,355,3783,3805,-22,Kelly Ford,Arkansas,North David
1-5162-2661-5,57193,Black Tea,10/16/2020,Coca-Cola,Tea,208,5103,6235,-1132,Bryan Miller,Virginia,New Lori
1-66081-435-9,30424,Herbal Tea,8/19/2020,Dr. Pepper,Tea,502,8492,2966,5526,Nicole Pace,Nebraska,North Anthonystad
0-87303-880-0,46402,Green Tea,10/5/2022,Coca-Cola,Tea,367,1652,6015,-4363,Lori Miller,Minnesota,Lake Davidview
0-09-171196-7,36039,Cola,4/23/2021,Pepsi,Soft Drink,369,3428,7720,-4292,Jacob Grant,Colorado,Thompsonshire
0-691-61637-X,49566,Lemonade,8/24/2022,Coca-Cola,Soft Drink,701,9191,1046,8145,Jessica Jacobs,Illinois,East Andrea
0-9620448-4-9,87593,Herbal Tea,7/25/2022,Pepsi,Tea,450,2817,6965,-4148,Peter Hall,Maryland,North Allison
1-57793-930-1,95449,Coffee,5/31/2021,Dr. Pepper,Coffee,133,4930,6411,-1481,Audrey Patel,Vermont,Bakerchester
0-08-890475-X,85840,Herbal Tea,7/23/2022,Dr. Pepper,Tea,710,7326,3330,3996,Stacie Hogan,Oregon,Lake Billymouth
0-920017-77-0,83612,Coffee,6/2/2020,Dr. Pepper,Coffee,745,2802,7081,-4279,Brittany Howard,Connecticut,New Williambury
0-8263-1889-4,63896,Coffee,6/5/2022,Dr. Pepper,Coffee,705,5876,6118,-242,Casey Allen,Maryland,South Robert
0-09-101130-2,19721,Energy Drink,8/18/2021,Dr. Pepper,Soft Drink,989,2724,2820,-96,Sherry Lopez,Colorado,Mitchellville
0-260-45534-2,2333,Green Tea,6/27/2023,Coca-Cola,Tea,195,7076,3145,3931,Christopher Choi,Texas,East Melissabury
0-18-011096-9,65767,Lemonade,6/15/2020,Coca-Cola,Soft Drink,856,7589,3902,3687,Alexander Vargas,Utah,Johnburgh
0-469-91104-2,88306,Green Tea,1/7/2023,Pepsi,Tea,324,2933,2476,457,Rhonda Stewart,Nevada,Murphyborough
0-10-295083-0,35040,Vodka,9/5/2020,Coca-Cola,Alcoholic,684,3429,3888,-459,Kimberly Thompson,Oklahoma,West Annette
0-89120-835-6,2413,Herbal Tea,10/2/2021,Pepsi,Tea,296,8589,6691,1898,Brenda Oneal,Montana,East Anthony
1-887483-20-9,70358,Herbal Tea,5/15/2020,Dr. Pepper,Tea,274,7633,5580,2053,David Phillips,Minnesota,Paynehaven
1-895679-58-3,5121,Herbal Tea,8/31/2020,Coca-Cola,Tea,570,3137,6272,-3135,Blake Evans,North Dakota,Jenniferton
1-59213-017-8,42095,Green Tea,11/1/2020,Coca-Cola,Tea,970,4406,6253,-1847,Heather Morrison,Wyoming,New Krystal
1-05-846812-X,97171,Energy Drink,5/27/2022,Pepsi,Soft Drink,412,1418,1152,266,Joseph Mccormick,Utah,East Paulberg
1-57773-906-X,60279,Coffee,8/10/2020,Dr. Pepper,Coffee,980,8991,3777,5214,Devin Davis,Illinois,Catherineberg
1-250-56085-3,72054,Lemonade,6/1/2023,Dr. Pepper,Soft Drink,365,3974,1918,2056,Anna Hood,Kansas,East Stevenfort
1-169-65318-9,8626,Black Tea,9/4/2020,Dr. Pepper,Tea,757,1919,7418,-5499,Pamela Mata,Arizona,Amandaborough
0-925497-91-6,36727,Green Tea,4/15/2022,Pepsi,Tea,636,5677,5698,-21,Justin Mcneil,Nebraska,Peggychester
1-135-23323-3,37580,Vodka,2/8/2021,Dr. Pepper,Alcoholic,998,4625,2805,1820,Robert York III,New Hampshire,East Joannafurt
0-643-75260-9,79681,Beer,1/31/2020,Coca-Cola,Alcoholic,702,2592,6180,-3588,Gina Morris,Minnesota,New Joseph
0-200-82751-0,54801,Coffee,3/12/2021,Pepsi,Coffee,645,6880,983,5897,Jorge Bailey,Texas,Lake Ryan
0-569-69246-6,99838,Vodka,11/3/2022,Coca-Cola,Alcoholic,235,9607,4475,5132,Kristin Robinson,North Carolina,Welchmouth
0-04-515536-4,64800,Green Tea,5/14/2020,Pepsi,Tea,470,4611,517,4094,Catherine Clark,South Dakota,Marthaville
1-69372-962-8,84682,Beer,9/4/2020,Pepsi,Alcoholic,849,2273,2907,-634,Joseph Daniels,South Carolina,North Ericchester
0-590-26078-2,52700,Cola,5/16/2020,Coca-Cola,Soft Drink,494,7488,537,6951,Michael Walter,Pennsylvania,West Andrea
0-14-561303-8,55434,Wine,10/19/2022,Coca-Cola,Alcoholic,390,2996,6893,-3897,Jennifer Bishop,Kansas,West Nathanbury
0-596-47068-1,3058,Herbal Tea,5/28/2021,Coca-Cola,Tea,257,7326,3405,3921,Emily Williams,Massachusetts,South Rubentown
0-7422-8003-9,62065,Cola,9/4/2022,Pepsi,Soft Drink,241,7651,7137,514,Belinda Bennett,Nevada,Stephenchester
1-67116-258-7,68109,Vodka,10/15/2022,Coca-Cola,Alcoholic,158,6973,3400,3573,Karen Evans,Louisiana,East Christopherfort
1-4274-4912-0,37277,Beer,2/13/2021,Coca-Cola,Alcoholic,792,5294,1554,3740,Timothy Bailey,Oklahoma,Cherylfurt
0-338-54483-6,97890,Lemonade,3/3/2023,Dr. Pepper,Soft Drink,939,4377,3879,498,Kim Wallace,West Virginia,Port Jacobberg
1-4919-8163-6,73095,Black Tea,6/26/2022,Coca-Cola,Tea,876,5099,7362,-2263,Christopher Stevenson,Arkansas,Mariehaven
0-305-09757-1,80408,Cola,9/4/2020,Dr. Pepper,Soft Drink,541,3779,3852,-73,John Lopez DVM,Wyoming,Jameschester
0-8031-6524-2,56657,Black Tea,10/5/2021,Dr. Pepper,Tea,394,7073,1624,5449,Tyler Johnson,Minnesota,East Lisa
0-8075-6101-0,68036,Coffee,1/4/2020,Coca-Cola,Coffee,889,8250,2363,5887,Linda Pittman,Kentucky,New Ericamouth
0-00-855132-4,68091,Wine,3/25/2021,Coca-Cola,Alcoholic,976,6838,4140,2698,Amy Hale,Illinois,Jenniferfurt
0-582-33699-6,37487,Black Tea,4/22/2021,Pepsi,Tea,383,5855,4364,1491,Jesse Burnett,Utah,North Raymondmouth
0-8017-1661-6,24395,Wine,5/6/2021,Pepsi,Alcoholic,790,2137,1047,1090,Nicole Lucas,Kentucky,New Josephchester
1-203-95371-2,62747,Coffee,5/21/2022,Pepsi,Coffee,863,5312,2098,3214,Kristen Cox,Colorado,Joelport
0-87166-169-1,70940,Black Tea,11/2/2022,Coca-Cola,Tea,469,4590,6739,-2149,Mary Powell,Arkansas,New Patricia
1-140-05793-6,46228,Energy Drink,3/10/2023,Coca-Cola,Soft Drink,362,4707,2217,2490,Linda Benton,Oregon,Lake Lorimouth
0-00-206135-X,6131,Lemonade,3/25/2020,Coca-Cola,Soft Drink,827,9775,4202,5573,Thomas King,Nebraska,Sarastad
0-306-38575-9,73145,Wine,8/19/2020,Pepsi,Alcoholic,162,9986,4890,5096,Laura Chavez,Nevada,Whitechester
1-71710-473-8,21362,Vodka,10/8/2022,Dr. Pepper,Alcoholic,371,3427,4722,-1295,Tammy Thomas,New Jersey,North Teresa
0-440-07711-7,75610,Wine,6/15/2023,Coca-Cola,Alcoholic,597,4613,6158,-1545,April Valencia,Florida,East Scottview
0-650-65762-4,18873,Beer,3/6/2020,Pepsi,Alcoholic,323,4542,3538,1004,Christine White,Connecticut,Juliefort
1-70798-064-0,54134,Coffee,8/17/2021,Dr. Pepper,Coffee,989,8245,4799,3446,Courtney Torres,Alaska,Port Sarahstad
0-498-97842-7,43284,Beer,2/16/2020,Coca-Cola,Alcoholic,658,1453,7294,-5841,Lauren Mason,Mississippi,Jodiview
1-02-460839-5,98341,Wine,1/31/2021,Coca-Cola,Alcoholic,168,2598,1447,1151,Tina Perry,Wisconsin,North Alexbury
0-7730-7446-5,20001,Black Tea,6/17/2020,Coca-Cola,Tea,630,1393,6709,-5316,Michael Black,Virginia,Rosalesberg
0-05-665494-4,32394,Cola,8/31/2021,Dr. Pepper,Soft Drink,369,8001,4233,3768,Kristin Harvey,Arkansas,Johnton
1-246-86112-7,5083,Lemonade,3/4/2020,Dr. Pepper,Soft Drink,963,8335,2059,6276,David Wade,Idaho,North Michelle
1-4589-7955-5,51244,Green Tea,2/10/2022,Dr. Pepper,Tea,104,4301,3107,1194,Amanda Wilson,New Mexico,Jamesshire
1-132-16893-7,24535,Coffee,11/30/2022,Dr. Pepper,Coffee,676,5747,1409,4338,Kathleen Shaffer,Colorado,West Natashahaven
1-4436-2374-1,19877,Herbal Tea,2/5/2023,Pepsi,Tea,354,1617,6399,-4782,Rose Williams,New Jersey,Robinborough
0-01-967506-2,2658,Vodka,7/7/2023,Dr. Pepper,Alcoholic,358,9786,4524,5262,Amanda Romero,Nevada,West Christopherland
1-67772-942-2,33496,Herbal Tea,11/17/2022,Pepsi,Tea,900,9251,5530,3721,Cameron Mccoy,West Virginia,South Sarahaven
1-00-822064-7,50486,Cola,6/22/2021,Dr. Pepper,Soft Drink,777,1532,2299,-767,Robert Wright,Michigan,West Robert
1-03-392639-6,5483,Herbal Tea,1/7/2021,Pepsi,Tea,708,3421,6021,-2600,Tracey Maldonado,Ohio,New Anthonyfort
0-457-33051-1,89596,Cola,10/12/2020,Pepsi,Soft Drink,354,5239,6955,-1716,Tony Vega,South Dakota,Harrisbury
0-579-52114-1,49274,Coffee,12/28/2020,Dr. Pepper,Coffee,443,5924,2887,3037,Laurie Dominguez,Wyoming,Lake Christyland
0-513-42619-1,78983,Cola,6/21/2021,Pepsi,Soft Drink,295,1265,7113,-5848,Denise Brown,Hawaii,Joneshaven
1-60395-413-9,85416,Green Tea,4/21/2022,Dr. Pepper,Tea,886,9495,7529,1966,Rachel Powell,New Mexico,Lake Lindsayborough
0-332-42798-6,99189,Black Tea,3/16/2023,Pepsi,Tea,511,8511,5326,3185,Cody Martin,North Dakota,North Michaelhaven
1-86100-147-9,31819,Black Tea,4/2/2021,Coca-Cola,Tea,649,1157,5825,-4668,Kathleen Rodriguez,Illinois,Combschester
0-8343-2033-9,39303,Cola,11/6/2022,Pepsi,Soft Drink,972,6986,5658,1328,Jessica Ford,Maine,Lambview
1-00-411965-8,95755,Herbal Tea,3/1/2022,Pepsi,Tea,425,4107,4305,-198,David Carr,Oregon,South Haley
1-899706-14-3,38042,Green Tea,1/31/2020,Pepsi,Tea,946,4928,1503,3425,Rebecca Kramer,Massachusetts,Vaughnshire
0-16-249390-8,48856,Green Tea,7/30/2020,Coca-Cola,Tea,132,8249,6988,1261,Nicole Johnson,Kentucky,Lake Tiffanyport
0-918936-59-4,57392,Energy Drink,10/4/2021,Pepsi,Soft Drink,847,5500,7496,-1996,Shawna Buchanan,Minnesota,Grahamside
1-107-84636-6,46926,Energy Drink,1/9/2020,Pepsi,Soft Drink,388,6750,7796,-1046,Daniel Hunter,Delaware,Jamestown
1-280-11143-7,4058,Wine,5/31/2022,Dr. Pepper,Alcoholic,248,4696,3522,1174,Rebecca Watson,North Dakota,Garciaside
0-13-864563-9,43769,Cola,1/4/2022,Coca-Cola,Soft Drink,331,4331,7192,-2861,Erin Davenport,Wyoming,Payneburgh
0-610-62867-4,83259,Vodka,3/21/2020,Coca-Cola,Alcoholic,298,8262,6692,1570,Terry Harris,Rhode Island,Beckerton
0-696-37810-8,40907,Lemonade,3/30/2020,Coca-Cola,Soft Drink,414,6714,5633,1081,Lori Richards,South Carolina,North Ryanborough
0-942630-94-7,96772,Beer,6/7/2023,Coca-Cola,Alcoholic,449,5540,3581,1959,Connor Long,Delaware,Copelandmouth
0-9505692-9-1,43129,Wine,12/25/2022,Coca-Cola,Alcoholic,515,2512,3563,-1051,William Morris,New Jersey,Moraleston
0-544-90960-7,87276,Herbal Tea,2/25/2021,Coca-Cola,Tea,238,5027,4017,1010,Lisa Roberts,New York,Pruittland
1-109-29095-0,41247,Green Tea,2/17/2021,Pepsi,Tea,827,3185,4481,-1296,Jay Mckinney,Kansas,Joseview
0-7354-0785-1,1737,Herbal Tea,4/23/2023,Dr. Pepper,Tea,813,7066,4883,2183,Anita Ford,Maryland,Julieton
1-76935-700-9,54281,Coffee,10/22/2021,Pepsi,Coffee,155,6789,4713,2076,Allen Jackson,Tennessee,South Mauricechester
1-110-64598-8,82491,Herbal Tea,7/18/2023,Coca-Cola,Tea,442,7265,6065,1200,Melissa Esparza,North Carolina,North Bethanyburgh
1-65582-721-9,19574,Herbal Tea,11/14/2022,Coca-Cola,Tea,247,5253,6645,-1392,Richard Thompson,West Virginia,West Davidport
1-04-231345-8,28625,Vodka,5/10/2020,Pepsi,Alcoholic,689,4323,4150,173,Paige Rodriguez,Hawaii,Jonathanland
1-59375-101-X,38099,Herbal Tea,7/26/2022,Coca-Cola,Tea,143,5005,4380,625,Peggy Nichols,Oklahoma,West Danielport
1-78657-822-0,66251,Vodka,7/21/2023,Dr. Pepper,Alcoholic,420,6472,7868,-1396,Paul Nelson,Alaska,Sarahview
0-323-75089-3,83874,Wine,6/22/2022,Dr. Pepper,Alcoholic,431,5327,5715,-388,Norma Mckee,Wyoming,Mossside
0-214-57580-2,99205,Beer,8/6/2021,Coca-Cola,Alcoholic,221,2394,1175,1219,Phillip Trevino,West Virginia,Garymouth
0-585-54799-8,84230,Black Tea,3/16/2022,Pepsi,Tea,270,6465,6221,244,Tracy Thornton,Montana,East Kevinbury
1-65719-332-2,51023,Black Tea,1/25/2022,Dr. Pepper,Tea,470,1528,6127,-4599,Doris Oconnor,Oregon,New Christopher
0-7714-1025-5,72159,Beer,1/1/2020,Dr. Pepper,Alcoholic,822,3989,2381,1608,Calvin Bennett,Washington,Lake Judy
1-68222-282-9,19766,Beer,3/29/2022,Pepsi,Alcoholic,966,9841,7252,2589,Tonya Scott,Wyoming,New Rodney
1-77602-418-4,54292,Energy Drink,3/15/2021,Coca-Cola,Soft Drink,984,1581,2867,-1286,Ryan Vasquez IV,Oregon,Lesliechester
0-7331-4764-X,52636,Lemonade,12/22/2020,Coca-Cola,Soft Drink,964,3612,7825,-4213,Joseph Mitchell,Virginia,South Justin
1-09-983556-9,33876,Cola,5/6/2023,Coca-Cola,Soft Drink,621,6305,5175,1130,Melanie Welch,Alaska,Mannshire
0-06-073151-6,55272,Lemonade,10/6/2021,Coca-Cola,Soft Drink,811,6716,3295,3421,Richard Ferguson,New York,South Bethany
1-232-61910-8,22315,Beer,12/10/2022,Dr. Pepper,Alcoholic,231,5887,3796,2091,Steven Neal,Kentucky,South Alicia
1-5465-7244-9,20033,Black Tea,7/30/2020,Dr. Pepper,Tea,818,4170,4525,-355,Melissa Dixon,Kentucky,Lisabury
1-74684-584-8,90341,Beer,12/28/2022,Dr. Pepper,Alcoholic,408,4299,5097,-798,Robert Torres,Texas,Port Tanya
1-873890-97-4,6378,Coffee,5/5/2022,Coca-Cola,Coffee,811,2735,4048,-1313,Cheryl Clark,Montana,Donaldview
0-7409-5104-1,41354,Black Tea,12/21/2022,Coca-Cola,Tea,299,3312,6417,-3105,Julie Johnson,Vermont,Warrenview
0-7700-8289-0,97375,Energy Drink,6/13/2022,Coca-Cola,Soft Drink,198,1355,2381,-1026,John Ingram,Georgia,New Julie
1-5218-2498-3,85341,Energy Drink,9/22/2022,Coca-Cola,Soft Drink,720,9738,3261,6477,Micheal Thompson,Kentucky,North Arthur
1-4443-1221-9,26800,Green Tea,4/3/2020,Coca-Cola,Tea,397,4142,3052,1090,Jennifer Sanchez,South Carolina,Lake Jillmouth
0-8018-7176-X,45408,Wine,1/23/2021,Dr. Pepper,Alcoholic,588,1788,4158,-2370,Danny Lester,Virginia,Matthewmouth
0-9619588-4-7,46020,Wine,3/12/2023,Pepsi,Alcoholic,151,9458,545,8913,Cassandra Decker,Connecticut,Moorestad
1-156-08952-2,5376,Herbal Tea,7/7/2021,Pepsi,Tea,192,3223,3351,-128,Donna Shea,Hawaii,New Barbaraland
1-65086-530-9,54004,Lemonade,4/11/2022,Pepsi,Soft Drink,344,5336,6972,-1636,Andrew Davenport,Wisconsin,New Johnside
1-83638-523-4,45911,Energy Drink,3/8/2020,Coca-Cola,Soft Drink,131,5606,4434,1172,James Joseph,Virginia,Jamesbury
1-383-67286-5,97914,Beer,4/19/2021,Dr. Pepper,Alcoholic,497,5682,7532,-1850,Darin Simpson,Kansas,Lake Michael
0-18-794782-1,33102,Coffee,12/23/2021,Dr. Pepper,Coffee,965,5828,3948,1880,Emily Ellis,Louisiana,Masonmouth
1-101-98346-9,55682,Vodka,7/16/2023,Dr. Pepper,Alcoholic,327,5145,3480,1665,Leonard Turner,Virginia,Port Philip
1-269-60538-0,44425,Green Tea,2/25/2022,Dr. Pepper,Tea,627,8771,771,8000,Latoya Lee,South Carolina,South Kayla
1-268-37821-6,20021,Energy Drink,5/16/2022,Coca-Cola,Soft Drink,484,5654,3030,2624,Henry Chavez,Pennsylvania,Alexanderhaven
0-87139-729-3,6098,Cola,3/21/2020,Pepsi,Soft Drink,666,2120,2481,-361,Laura Wells,South Carolina,Meganhaven
1-109-67156-3,73180,Lemonade,9/6/2020,Coca-Cola,Soft Drink,804,4490,2084,2406,Ricardo Sims,Illinois,Carrieton
0-7738-3924-0,55761,Vodka,4/12/2022,Coca-Cola,Alcoholic,744,6380,1894,4486,Andrew Berry,Minnesota,Richardsfurt
0-9795988-0-X,65167,Herbal Tea,9/7/2020,Dr. Pepper,Tea,779,8920,5964,2956,Madeline Jones,Montana,Maryton
0-234-14220-0,5059,Herbal Tea,5/8/2023,Coca-Cola,Tea,627,7729,4806,2923,Kathryn Martinez,Florida,Welchfurt
1-998019-84-5,21637,Beer,9/9/2020,Coca-Cola,Alcoholic,147,9086,7231,1855,Meghan Taylor,Connecticut,South Amyport
0-8411-0300-3,3184,Coffee,2/9/2023,Dr. Pepper,Coffee,407,9402,7444,1958,Valerie Walker,Indiana,Pamelabury
1-128-44342-2,22447,Coffee,3/11/2020,Coca-Cola,Coffee,999,8530,7126,1404,Michael Murphy,New Mexico,West Douglasburgh
1-988805-03-1,61240,Energy Drink,8/1/2020,Pepsi,Soft Drink,960,3952,4532,-580,Nicholas Davenport,Illinois,Calebborough
0-7639-8056-0,29360,Cola,6/2/2020,Coca-Cola,Soft Drink,803,5575,3356,2219,Mary Patterson,Georgia,Sotoport
0-09-520970-0,97343,Herbal Tea,7/30/2020,Pepsi,Tea,761,4528,1711,2817,Jennifer Ortiz,Tennessee,Tinaside
0-203-88108-7,5318,Vodka,8/21/2021,Dr. Pepper,Alcoholic,752,9939,5460,4479,Amanda Ford,West Virginia,Port Betty
0-366-97946-9,61471,Wine,2/20/2020,Pepsi,Alcoholic,542,3437,7310,-3873,Samantha Johnson,Texas,Jonesside
1-9822-1847-9,85591,Beer,11/13/2021,Pepsi,Alcoholic,581,1519,2728,-1209,Daniel Garrett,Illinois,Port Thomasville
1-205-71476-6,6168,Coffee,4/2/2023,Coca-Cola,Coffee,591,7443,4055,3388,Kenneth Goodman,Michigan,South Christopherberg
0-946775-23-0,85343,Energy Drink,6/28/2022,Coca-Cola,Soft Drink,897,1525,4439,-2914,Kathryn Allen,North Carolina,Suzanneland
1-169-46307-X,67640,Vodka,7/21/2022,Coca-Cola,Alcoholic,205,9451,2442,7009,Donald Robinson,Vermont,Jonesborough
1-202-00590-X,5243,Coffee,2/23/2022,Coca-Cola,Coffee,488,3758,7964,-4206,Mr. Thomas Solis,West Virginia,West Charlesmouth
0-7251-3665-0,79616,Beer,7/22/2023,Coca-Cola,Alcoholic,988,9746,5741,4005,Cynthia Gutierrez,Mississippi,North Josephshire
1-62970-214-5,87264,Lemonade,2/25/2023,Dr. Pepper,Soft Drink,665,8358,6687,1671,Patrick Miller,California,South Brenda
1-76209-602-1,5339,Green Tea,1/11/2021,Dr. Pepper,Tea,119,9196,2049,7147,William Wilson,Pennsylvania,South Coreyside
1-5423-3027-0,49517,Wine,8/11/2021,Pepsi,Alcoholic,350,8692,1318,7374,Wanda Roberts,Washington,Jerryview
1-85264-654-3,79060,Vodka,4/30/2023,Pepsi,Alcoholic,218,4791,4959,-168,Maureen Howe,California,South Tina
0-10-490006-7,72270,Beer,9/12/2021,Coca-Cola,Alcoholic,333,9865,2636,7229,Emily Taylor,South Carolina,Tanyaside
1-222-16981-9,94659,Coffee,8/15/2020,Dr. Pepper,Coffee,113,3439,1923,1516,Anthony Parker,Rhode Island,Castrobury
0-14-455253-1,23987,Beer,3/4/2022,Dr. Pepper,Alcoholic,721,5635,1167,4468,Michelle Singh,Mississippi,Curryhaven
0-8312-3788-0,11906,Coffee,2/10/2022,Pepsi,Coffee,747,6403,2256,4147,Christina Campbell,Wyoming,Andrewside
1-185-49536-3,29527,Wine,6/26/2021,Coca-Cola,Alcoholic,336,7095,719,6376,Desiree Davenport,South Dakota,New Paul
0-7799-7870-6,53615,Cola,1/30/2023,Coca-Cola,Soft Drink,653,5789,6791,-1002,Michael Moss,Illinois,South Greg
1-78494-506-4,67193,Vodka,12/27/2020,Pepsi,Alcoholic,531,9947,5975,3972,Christopher Howard,California,West Sheilaland
1-02-429531-1,38653,Cola,4/13/2021,Pepsi,Soft Drink,189,9919,6495,3424,Vickie Cruz,Vermont,Rodneyshire
0-17-042471-5,36510,Lemonade,2/18/2022,Coca-Cola,Soft Drink,912,8849,6172,2677,Angela Glass,Pennsylvania,Lauraport
0-644-08996-2,57344,Vodka,10/17/2021,Pepsi,Alcoholic,594,4716,2939,1777,Nicholas Craig,Alaska,Sarashire
0-8283-1641-4,99505,Energy Drink,7/10/2020,Dr. Pepper,Soft Drink,773,4720,5003,-283,Joshua Steele,New Jersey,New Tina
1-4657-2817-1,81498,Wine,10/12/2020,Coca-Cola,Alcoholic,425,6755,7380,-625,David Norris,Alabama,Kylechester
1-960577-48-4,92329,Herbal Tea,3/4/2022,Pepsi,Tea,923,3771,2228,1543,Jose Palmer,Vermont,Boonehaven
0-571-31680-8,20934,Beer,2/6/2022,Coca-Cola,Alcoholic,344,9444,7279,2165,Vanessa Guerra,Wisconsin,South Moniqueberg
0-7515-7695-6,97383,Black Tea,3/6/2022,Pepsi,Tea,967,6089,5040,1049,Shannon Tyler,New Jersey,Port Luisberg
0-219-06665-5,49542,Beer,7/9/2020,Dr. Pepper,Alcoholic,738,9544,3426,6118,Jill Mueller,Montana,Heidibury
0-7540-9489-8,89649,Herbal Tea,1/27/2021,Pepsi,Tea,771,3831,4792,-961,Deborah Jefferson,Maryland,Schmittmouth
1-4975-7169-3,68102,Energy Drink,11/11/2020,Pepsi,Soft Drink,936,5682,3005,2677,Deborah Trujillo,Colorado,Lake Bradborough
0-482-40824-3,34846,Energy Drink,8/11/2020,Pepsi,Soft Drink,151,3961,5465,-1504,Jennifer Black,Maryland,Port Jasonville
1-58734-546-3,5367,Black Tea,9/11/2022,Dr. Pepper,Tea,704,8206,7782,424,Kristina Hamilton,Wisconsin,New Ryantown
0-06-629692-7,99692,Coffee,2/13/2023,Coca-Cola,Coffee,360,4976,2523,2453,Nicole Pena,Montana,Robertborough
0-88917-305-2,54050,Herbal Tea,5/27/2022,Dr. Pepper,Tea,502,8838,1230,7608,Joseph Price,Louisiana,Taylorview
0-349-22363-7,92445,Vodka,4/19/2021,Coca-Cola,Alcoholic,951,2734,6554,-3820,Marcus Rich,Wisconsin,West Larry
0-261-39647-1,42526,Vodka,1/13/2020,Dr. Pepper,Alcoholic,643,1541,6490,-4949,Matthew Patterson,Vermont,East John
